TransactionAmount,TransactionDate,TransactionType,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,hour,day_of_week,days_since_last,TransactionType_enc,Channel_enc,anomaly,anomaly_score,reasons
17.67,2023-06-27 17:50:21,Debit,Online,91,1,1048.18,2024-11-04 08:10:55,17,1,496,1,2,1,0.12457658567006558,[]
5.29,2023-03-13 18:24:20,Credit,Online,132,1,12896.68,2024-11-04 08:11:04,18,0,602,0,2,-1,-0.00041407254836667295,['Statistical outlier across multiple factors']
401.37,2023-09-18 16:18:19,Debit,Branch,251,1,8208.54,2024-11-04 08:11:41,16,0,413,1,1,1,0.12305776291995302,[]
145.4,2023-07-06 17:53:38,Debit,Online,24,1,5244.49,2024-11-04 08:09:52,17,3,487,1,2,1,0.1057554612502285,[]
556.34,2023-10-19 16:34:22,Debit,Online,46,1,11935.14,2024-11-04 08:07:12,16,3,382,1,2,1,0.06741184440335857,[]
34.31,2023-04-28 16:55:28,Debit,ATM,251,1,1484.76,2024-11-04 08:11:26,16,4,556,1,0,1,0.06679093905184419,[]
780.59,2023-06-28 17:58:48,Credit,Online,145,1,6513.34,2024-11-04 08:07:01,17,2,495,0,2,1,0.04835598922686257,[]
282.65,2023-03-08 17:42:36,Debit,ATM,161,1,13801.15,2024-11-04 08:08:51,17,2,607,1,0,1,0.06249385087573023,[]
305.27,2023-09-27 16:25:38,Debit,Online,147,1,12958.65,2024-11-04 08:09:31,16,2,404,1,2,1,0.08518324070347294,[]
185.81,2023-09-20 16:30:06,Debit,Online,116,1,9588.71,2024-11-04 08:10:15,16,2,411,1,2,1,0.12522225189574904,[]
66.01,2023-10-06 18:39:39,Debit,Online,179,1,3475.99,2024-11-04 08:07:05,18,4,395,1,2,1,0.05111686517969949,[]
447.95,2023-01-11 17:27:56,Debit,Branch,75,1,7544.4,2024-11-04 08:09:20,17,2,663,1,1,1,0.11399894479342876,[]
279.3,2023-06-22 17:28:02,Debit,ATM,48,1,1193.61,2024-11-04 08:07:20,17,3,501,1,0,1,0.12463981733887858,[]
26.75,2023-05-08 16:25:03,Debit,Online,27,1,12063.77,2024-11-04 08:07:00,16,0,546,1,2,1,0.07974505644447294,[]
611.15,2023-08-11 17:12:30,Debit,ATM,121,1,892.83,2024-11-04 08:09:23,17,4,451,1,0,1,0.08425850429358162,[]
275.2,2023-08-24 17:13:38,Debit,Online,81,1,1230.12,2024-11-04 08:09:50,17,3,438,1,2,1,0.11848013983206451,[]
427.79,2023-02-21 17:42:42,Debit,Branch,189,1,1479.67,2024-11-04 08:08:54,17,1,622,1,1,1,0.1190378362450154,[]
469.13,2023-12-04 17:53:57,Credit,ATM,139,1,1265.28,2024-11-04 08:07:30,17,0,336,0,0,1,0.052836597758263215,[]
102.81,2023-12-04 16:23:00,Debit,Branch,47,1,3228.87,2024-11-04 08:08:07,16,0,336,1,1,1,0.14003009424074003,[]
22.61,2023-12-21 17:56:04,Debit,Online,145,1,1111.67,2024-11-04 08:06:47,17,3,319,1,2,1,0.09164516840224401,[]
68.28,2023-06-08 18:54:04,Debit,Online,293,1,3213.16,2024-11-04 08:08:24,18,3,515,1,2,1,0.02768500091877879,[]
33.65,2023-09-18 17:18:03,Credit,Online,146,1,12719.93,2024-11-04 08:07:24,17,0,413,0,2,1,0.05157850839857592,[]
362.68,2023-01-16 18:02:19,Credit,ATM,137,1,2040.77,2024-11-04 08:06:30,18,0,658,0,0,1,0.0035256120154172343,[]
73.23,2023-06-23 16:41:27,Debit,Branch,172,1,1309.85,2024-11-04 08:12:22,16,4,500,1,1,1,0.10094486770120054,[]
654.49,2023-11-20 16:31:36,Credit,Online,104,1,164.61,2024-11-04 08:08:39,16,0,350,0,2,1,0.04540868434181511,[]
18.56,2023-04-24 17:04:21,Credit,Branch,161,1,4230.37,2024-11-04 08:07:40,17,0,560,0,1,1,0.09815703491081762,[]
389.05,2023-01-06 17:35:08,Debit,ATM,41,1,761.0,2024-11-04 08:11:28,17,4,668,1,0,1,0.049097763185573684,[]
7.38,2023-03-15 16:47:45,Debit,Online,105,1,2923.83,2024-11-04 08:10:18,16,2,600,1,2,1,0.11508255828469605,[]
109.48,2023-06-26 17:38:22,Debit,Online,93,1,7372.47,2024-11-04 08:07:26,17,0,497,1,2,1,0.14175042572773577,[]
66.91,2023-01-30 18:47:17,Debit,ATM,85,1,871.1,2024-11-04 08:10:19,18,0,644,1,0,1,0.0749732435872148,[]
335.48,2023-03-02 16:06:18,Debit,Branch,155,1,3023.16,2024-11-04 08:06:45,16,3,613,1,1,1,0.1219487441353393,[]
38.14,2023-12-28 16:51:20,Debit,Online,174,1,1119.21,2024-11-04 08:09:59,16,3,312,1,2,1,0.07968997862986837,[]
1076.98,2023-12-20 18:12:25,Debit,Branch,173,1,11833.73,2024-11-04 08:09:33,18,2,320,1,1,-1,-0.03038813425906317,['Unusually large amount ($1076.98)']
360.02,2023-02-09 16:29:06,Debit,Online,68,1,6400.59,2024-11-04 08:08:53,16,3,634,1,2,1,0.10414147038973343,[]
567.71,2023-02-06 18:39:23,Debit,Online,80,1,13884.24,2024-11-04 08:10:40,18,0,637,1,2,1,0.009582226556119955,[]
218.19,2023-05-23 16:29:31,Debit,ATM,185,1,620.83,2024-11-04 08:10:27,16,1,531,1,0,1,0.12520382660969037,[]
209.99,2023-09-07 17:19:21,Debit,ATM,40,1,1938.01,2024-11-04 08:11:39,17,3,424,1,0,1,0.11338337066000326,[]
11.02,2023-11-13 16:32:53,Debit,Branch,280,1,964.79,2024-11-04 08:06:56,16,0,357,1,1,1,0.08353456558989963,[]
83.43,2023-05-30 16:28:48,Debit,Online,109,1,1870.16,2024-11-04 08:11:40,16,1,524,1,2,1,0.14089635262645245,[]
344.97,2023-03-20 17:30:52,Debit,Online,106,1,5577.94,2024-11-04 08:09:39,17,0,595,1,2,1,0.13391492174906372,[]
172.29,2023-01-30 17:22:39,Debit,ATM,283,1,8700.8,2024-11-04 08:08:42,17,0,644,1,0,1,0.05483238520844658,[]
195.54,2023-07-17 16:05:23,Debit,Online,255,1,2794.66,2024-11-04 08:09:01,16,0,476,1,2,1,0.11554661173453296,[]
101.23,2023-08-04 18:34:01,Debit,Online,87,1,6169.71,2024-11-04 08:06:42,18,4,458,1,2,1,0.07069216887352492,[]
180.46,2023-03-13 16:26:30,Debit,ATM,34,1,831.75,2024-11-04 08:11:23,16,0,602,1,0,1,0.12141393356617702,[]
692.55,2023-03-07 16:51:37,Debit,Branch,109,1,2451.56,2024-11-04 08:12:17,16,1,608,1,1,1,0.11162654643926856,[]
147.31,2023-06-12 17:10:27,Credit,Online,92,1,13625.52,2024-11-04 08:07:58,17,0,511,0,2,1,0.06566681129715668,[]
107.48,2023-02-07 17:38:18,Debit,Branch,103,1,1379.39,2024-11-04 08:12:07,17,1,636,1,1,1,0.12700554207453374,[]
1831.02,2023-09-15 17:31:42,Credit,Online,83,1,11498.01,2024-11-04 08:10:52,17,4,416,0,2,-1,-0.037244344915009164,['Unusually large amount ($1831.02)']
81.51,2023-08-10 16:10:22,Debit,Branch,97,1,865.49,2024-11-04 08:07:15,16,3,452,1,1,1,0.13441955529735894,[]
365.48,2023-05-22 17:59:02,Credit,Online,216,1,7147.4,2024-11-04 08:10:38,17,0,532,0,2,1,0.0823926964068733,[]
491.1,2023-06-05 16:08:37,Credit,Online,125,1,7833.85,2024-11-04 08:07:32,16,0,518,0,2,1,0.0823451937943151,[]
452.8,2023-11-24 16:45:11,Debit,Branch,151,1,4840.67,2024-11-04 08:07:34,16,4,346,1,1,1,0.0848812316569269,[]
645.04,2023-12-22 17:08:55,Debit,Branch,78,1,7361.47,2024-11-04 08:07:29,17,4,318,1,1,1,0.0629695035086566,[]
169.28,2023-03-27 18:08:06,Debit,Branch,114,1,5128.44,2024-11-04 08:11:54,18,0,588,1,1,1,0.11763001726302136,[]
88.42,2023-10-18 16:28:19,Debit,ATM,91,1,12381.45,2024-11-04 08:09:15,16,2,383,1,0,1,0.09563885187623289,[]
155.53,2023-03-24 17:04:32,Debit,ATM,66,1,4008.05,2024-11-04 08:08:36,17,4,591,1,0,1,0.10800982294104539,[]
991.82,2023-12-04 16:16:19,Debit,Online,300,1,3493.13,2024-11-04 08:10:11,16,0,336,1,2,-1,-0.0038422118328490518,"['Unusually large amount ($991.82)', 'Unusually long transaction duration']"
39.24,2023-11-14 18:33:32,Debit,ATM,106,1,6462.41,2024-11-04 08:11:18,18,1,356,1,0,1,0.08713348237182766,[]
152.01,2023-02-23 16:41:55,Debit,ATM,111,3,4625.12,2024-11-04 08:11:14,16,3,620,1,0,1,0.04368804428348527,[]
78.77,2023-05-08 18:36:59,Credit,ATM,50,1,6470.57,2024-11-04 08:06:41,18,0,546,0,0,1,0.02432055773028874,[]
26.5,2023-02-08 16:42:59,Debit,Online,179,1,4854.83,2024-11-04 08:07:24,16,2,635,1,2,1,0.09766956612754674,[]
83.62,2023-06-22 17:18:09,Debit,ATM,146,1,12652.22,2024-11-04 08:12:06,17,3,501,1,0,1,0.09531324138566816,[]
142.78,2023-05-09 16:40:52,Debit,Branch,150,1,11705.88,2024-11-04 08:12:22,16,1,545,1,1,1,0.11710334144765111,[]
55.99,2023-11-13 16:16:24,Debit,ATM,95,1,932.61,2024-11-04 08:07:20,16,0,357,1,0,1,0.13197002643580835,[]
774.48,2023-03-06 16:12:45,Debit,Branch,31,1,11613.58,2024-11-04 08:08:33,16,0,609,1,1,1,0.052403772554395434,[]
105.37,2023-05-11 18:31:20,Debit,ATM,160,1,1068.55,2024-11-04 08:09:44,18,3,543,1,0,1,0.09097026820366005,[]
118.83,2023-06-26 16:10:25,Debit,Online,295,1,1616.3,2024-11-04 08:08:28,16,0,497,1,2,1,0.0902621355813017,[]
46.22,2023-11-13 16:41:09,Debit,Branch,217,1,471.28,2024-11-04 08:08:59,16,0,357,1,1,1,0.1168465634947663,[]
659.71,2023-05-05 16:10:24,Credit,Branch,148,1,106.86,2024-11-04 08:09:32,16,4,549,0,1,1,0.03911080139836176,[]
377.97,2023-11-17 16:50:08,Debit,Online,160,1,2457.1,2024-11-04 08:11:04,16,4,353,1,2,1,0.071939481250475,[]
114.1,2023-05-22 17:45:02,Debit,Branch,148,1,5882.12,2024-11-04 08:11:19,17,0,532,1,1,1,0.15596324786496885,[]
11.3,2023-12-01 16:33:43,Credit,Online,41,1,1938.99,2024-11-04 08:09:25,16,4,339,0,2,1,0.02376735793867768,[]
95.5,2023-05-22 16:24:02,Debit,Online,17,1,4079.09,2024-11-04 08:08:19,16,0,532,1,2,1,0.1287959263358301,[]
130.93,2023-02-08 16:52:09,Credit,Branch,149,1,860.12,2024-11-04 08:11:18,16,2,635,0,1,1,0.06369773608539775,[]
272.97,2023-04-17 18:42:04,Debit,Online,174,1,7811.31,2024-11-04 08:10:58,18,0,567,1,2,1,0.0875414225467267,[]
73.35,2023-03-13 16:33:49,Debit,Branch,47,1,1181.84,2024-11-04 08:09:57,16,0,602,1,1,1,0.14176557334771472,[]
29.94,2023-10-13 16:22:08,Debit,ATM,243,1,10915.54,2024-11-04 08:12:01,16,4,388,1,0,1,0.037636232825703386,[]
307.24,2023-11-02 16:05:49,Debit,ATM,136,2,1670.72,2024-11-04 08:09:50,16,3,368,1,0,1,0.06327233563517431,[]
50.52,2023-10-16 16:29:39,Debit,Online,140,1,1121.19,2024-11-04 08:09:12,16,0,385,1,2,1,0.14075672876623485,[]
820.46,2023-04-03 16:22:48,Credit,Online,243,1,5621.86,2024-11-04 08:10:23,16,0,581,0,2,1,0.01370774803269792,[]
153.07,2023-04-03 18:37:57,Debit,ATM,116,1,8873.43,2024-11-04 08:12:06,18,0,581,1,0,1,0.08696171417405135,[]
52.94,2023-06-12 17:36:25,Debit,Branch,146,1,6990.92,2024-11-04 08:11:08,17,0,511,1,1,1,0.1502637245896536,[]
384.41,2023-04-17 16:53:29,Debit,ATM,65,1,7831.56,2024-11-04 08:10:13,16,0,567,1,0,1,0.13025581550822235,[]
235.42,2023-07-10 18:34:22,Debit,Branch,175,1,6173.23,2024-11-04 08:11:06,18,0,483,1,1,1,0.11702459644638447,[]
114.23,2023-06-07 17:35:50,Debit,ATM,64,1,9523.72,2024-11-04 08:06:35,17,2,516,1,0,1,0.11796771829758118,[]
12.62,2023-05-05 16:35:44,Debit,Branch,61,1,6420.47,2024-11-04 08:09:03,16,4,549,1,1,1,0.1151031308503419,[]
997.37,2023-12-22 18:24:01,Debit,ATM,145,1,1146.09,2024-11-04 08:07:23,18,4,318,1,0,-1,-0.007807930793235052,"['Unusually large amount ($997.37)', 'Amount is over 50% of account balance']"
373.52,2023-09-25 16:23:23,Debit,ATM,235,1,6430.41,2024-11-04 08:11:16,16,0,406,1,0,1,0.12511563195949638,[]
336.05,2023-04-24 17:18:18,Debit,Branch,164,1,1635.05,2024-11-04 08:12:13,17,0,560,1,1,1,0.14447018005130607,[]
366.93,2023-12-11 18:43:00,Debit,Online,33,1,6697.79,2024-11-04 08:11:33,18,0,329,1,2,1,0.05983447662905472,[]
112.27,2023-10-19 17:34:53,Debit,Branch,102,1,7369.89,2024-11-04 08:11:23,17,3,382,1,1,1,0.1322766566706569,[]
494.96,2023-03-31 16:34:38,Debit,ATM,132,1,6903.68,2024-11-04 08:08:34,16,4,584,1,0,1,0.10304358089198606,[]
561.58,2023-06-23 17:38:26,Debit,Online,23,1,11748.86,2024-11-04 08:06:32,17,4,500,1,2,1,0.0379155006676567,[]
440.94,2023-09-13 18:38:27,Debit,Online,148,1,7303.23,2024-11-04 08:11:22,18,2,418,1,2,1,0.07463973307585947,[]
71.9,2023-02-20 16:28:39,Debit,Branch,51,1,10619.35,2024-11-04 08:12:07,16,0,623,1,1,1,0.10819605949112188,[]
256.66,2023-07-17 17:08:03,Credit,Online,137,1,1794.5,2024-11-04 08:06:55,17,0,476,0,2,1,0.09762914027476588,[]
166.55,2023-07-13 17:51:44,Credit,Branch,99,1,12970.21,2024-11-04 08:09:36,17,3,480,0,1,1,0.053983153785327254,[]
276.26,2023-02-13 17:04:50,Debit,Branch,143,1,120.89,2024-11-04 08:11:47,17,0,630,1,1,1,0.11781269727212257,[]
35.46,2023-07-18 16:38:11,Debit,ATM,164,1,5692.31,2024-11-04 08:10:12,16,1,475,1,0,1,0.13779152677582185,[]
38.14,2023-04-07 16:16:00,Debit,Branch,165,1,9879.87,2024-11-04 08:07:16,16,4,577,1,1,1,0.09509952852428061,[]
506.26,2023-12-18 18:26:07,Credit,ATM,86,1,6266.65,2024-11-04 08:11:53,18,0,322,0,0,1,0.0010309293262237285,[]
736.32,2023-04-12 17:06:06,Debit,Online,28,1,14268.95,2024-11-04 08:10:23,17,2,572,1,2,1,0.031238783803105075,[]
389.43,2023-11-27 18:01:47,Credit,ATM,151,1,6449.83,2024-11-04 08:10:57,18,0,343,0,0,1,0.017501358005190704,[]
25.58,2023-11-16 16:33:22,Debit,ATM,166,1,6741.41,2024-11-04 08:06:29,16,3,354,1,0,1,0.10310186906117708,[]
446.1,2023-09-19 17:45:19,Debit,ATM,243,1,1008.44,2024-11-04 08:08:30,17,1,412,1,0,1,0.09129463379273978,[]
147.74,2023-09-05 16:52:06,Debit,Branch,15,1,1711.78,2024-11-04 08:12:18,16,1,426,1,1,1,0.13812663585597457,[]
1228.81,2023-02-20 16:36:36,Debit,ATM,254,1,1821.0,2024-11-04 08:09:05,16,0,623,1,0,1,0.004373140023129052,[]
46.23,2023-05-29 17:45:26,Debit,Online,282,1,5107.75,2024-11-04 08:09:46,17,0,525,1,2,1,0.08702588112225118,[]
265.37,2023-05-26 17:56:17,Debit,Branch,77,1,5229.95,2024-11-04 08:09:20,17,4,528,1,1,1,0.12985329354751535,[]
342.57,2023-02-03 17:10:00,Debit,Online,91,1,339.16,2024-11-04 08:09:51,17,4,640,1,2,1,0.06553543714120069,[]
417.26,2023-02-27 17:01:24,Credit,Online,45,1,10442.48,2024-11-04 08:11:53,17,0,616,0,2,1,0.06236129166474358,[]
33.63,2023-11-03 16:50:08,Debit,Online,76,1,4324.4,2024-11-04 08:10:52,16,4,367,1,2,1,0.08594849215147604,[]
64.58,2023-12-04 18:06:30,Debit,Branch,173,1,6292.29,2024-11-04 08:11:27,18,0,336,1,1,1,0.08901343105677545,[]
23.23,2023-04-20 16:34:59,Credit,Branch,122,1,269.01,2024-11-04 08:09:54,16,3,564,0,1,1,0.0615712180471647,[]
160.52,2023-08-07 16:15:05,Credit,ATM,112,1,5379.25,2024-11-04 08:07:59,16,0,455,0,0,1,0.07543113703017656,[]
278.88,2023-09-29 16:53:14,Debit,Branch,179,2,1334.09,2024-11-04 08:09:44,16,4,402,1,1,1,0.04065734867719906,[]
285.49,2023-08-11 18:42:10,Credit,Branch,109,1,6366.84,2024-11-04 08:12:14,18,4,451,0,1,1,0.033603832109563636,[]
71.87,2023-01-16 18:03:02,Debit,ATM,258,1,1839.1,2024-11-04 08:12:07,18,0,658,1,0,1,0.02336469875071523,[]
308.8,2023-12-26 16:08:51,Debit,ATM,41,1,3966.54,2024-11-04 08:09:59,16,1,314,1,0,1,0.10945925638860554,[]
135.35,2023-07-28 18:42:51,Debit,Branch,82,1,9983.36,2024-11-04 08:07:24,18,4,465,1,1,1,0.07076055762688116,[]
288.43,2023-05-08 16:37:53,Debit,Branch,72,1,4577.09,2024-11-04 08:09:00,16,0,546,1,1,1,0.16181941383974224,[]
147.46,2023-10-12 16:58:25,Credit,Online,205,1,7458.03,2024-11-04 08:11:31,16,3,389,0,2,1,0.04941230197931057,[]
214.15,2023-10-30 17:07:54,Debit,Branch,217,1,6397.29,2024-11-04 08:10:59,17,0,371,1,1,1,0.12929213711103443,[]
71.34,2023-08-28 16:00:00,Debit,Online,144,3,6345.03,2024-11-04 08:09:43,16,0,434,1,2,1,0.06215637619986969,[]
170.36,2023-03-27 16:56:29,Debit,ATM,118,1,6034.73,2024-11-04 08:09:24,16,0,588,1,0,1,0.1443189277454403,[]
965.66,2023-12-18 17:22:16,Debit,ATM,32,1,765.81,2024-11-04 08:08:58,17,0,322,1,0,1,0.03426034764061048,[]
736.53,2023-05-10 17:05:08,Debit,ATM,120,1,9826.26,2024-11-04 08:09:38,17,2,544,1,0,1,0.0981573531879793,[]
213.42,2023-07-27 17:30:14,Debit,ATM,17,1,3736.38,2024-11-04 08:11:26,17,3,466,1,0,1,0.10682452095452177,[]
94.09,2023-09-12 16:32:09,Debit,Branch,203,1,646.85,2024-11-04 08:10:29,16,1,419,1,1,1,0.13100488953576878,[]
91.23,2023-05-15 16:13:54,Debit,ATM,86,1,6385.12,2024-11-04 08:08:29,16,0,539,1,0,1,0.1516047596267166,[]
263.92,2023-07-26 17:56:54,Credit,Branch,233,1,4161.71,2024-11-04 08:10:43,17,2,467,0,1,1,0.07352899713826488,[]
77.5,2023-05-23 16:44:55,Credit,Online,201,1,11079.77,2024-11-04 08:08:15,16,1,531,0,2,1,0.060325577007401376,[]
3.65,2023-02-13 17:48:36,Debit,Online,146,1,10017.11,2024-11-04 08:11:01,17,0,630,1,2,1,0.07659814825363542,[]
43.88,2023-11-13 17:43:37,Credit,Online,251,1,1644.09,2024-11-04 08:08:21,17,0,357,0,2,1,0.03936489720218739,[]
591.98,2023-04-28 16:32:10,Debit,ATM,132,1,387.65,2024-11-04 08:07:44,16,4,556,1,0,1,0.08576282256392825,[]
224.79,2023-08-22 16:34:34,Debit,Online,129,1,528.38,2024-11-04 08:10:25,16,1,440,1,2,1,0.1265523023308694,[]
64.3,2023-09-04 17:36:40,Debit,ATM,67,1,7530.3,2024-11-04 08:11:58,17,0,427,1,0,1,0.13241607115414988,[]
111.79,2023-12-26 17:40:23,Debit,Online,49,1,10887.59,2024-11-04 08:11:34,17,1,314,1,2,1,0.07004881717390188,[]
927.16,2023-03-20 16:48:00,Debit,ATM,153,1,7104.61,2024-11-04 08:10:20,16,0,595,1,0,1,0.07210093192836631,[]
613.7,2023-02-22 17:33:56,Credit,Branch,37,1,7307.11,2024-11-04 08:10:53,17,2,621,0,1,1,0.05113836343591982,[]
26.07,2023-03-16 17:00:29,Debit,Branch,19,3,349.98,2024-11-04 08:10:16,17,3,599,1,1,1,0.008631096089837587,[]
170.45,2023-01-05 16:56:49,Debit,Branch,199,1,2284.41,2024-11-04 08:09:17,16,3,669,1,1,1,0.0836553068022362,[]
344.27,2023-09-19 17:23:14,Debit,Branch,123,1,1918.36,2024-11-04 08:09:37,17,1,412,1,1,1,0.14853545959957637,[]
872.72,2023-04-24 16:47:17,Debit,Online,288,1,503.01,2024-11-04 08:10:49,16,0,560,1,2,1,0.01575873811143058,[]
292.95,2023-02-16 16:23:11,Debit,Branch,56,1,1216.91,2024-11-04 08:11:13,16,3,627,1,1,1,0.11894957213046292,[]
28.44,2023-08-31 17:43:38,Debit,ATM,243,1,1071.04,2024-11-04 08:09:03,17,3,431,1,0,1,0.08777831688149218,[]
209.02,2023-03-03 17:08:36,Debit,ATM,74,1,187.9,2024-11-04 08:11:19,17,4,612,1,0,1,0.08602345358612046,[]
20.05,2023-11-29 17:43:51,Debit,ATM,171,1,7145.67,2024-11-04 08:08:00,17,2,341,1,0,1,0.1070118200123591,[]
175.02,2023-04-10 16:23:53,Debit,Online,71,1,1493.88,2024-11-04 08:09:21,16,0,574,1,2,1,0.139692517795935,[]
89.5,2023-08-21 16:22:06,Credit,Branch,134,1,8658.95,2024-11-04 08:09:01,16,0,441,0,1,1,0.0881162783446019,[]
69.96,2023-10-16 17:43:00,Debit,Branch,31,1,164.12,2024-11-04 08:08:13,17,0,385,1,1,1,0.12029274570999993,[]
146.51,2023-01-25 17:12:17,Debit,ATM,68,1,7089.9,2024-11-04 08:10:39,17,2,649,1,0,1,0.11212054855793191,[]
376.78,2023-08-14 17:25:14,Credit,Online,88,1,841.65,2024-11-04 08:07:49,17,0,448,0,2,1,0.07748085721858744,[]
148.54,2023-12-22 16:25:16,Credit,Branch,107,1,5677.05,2024-11-04 08:11:52,16,4,318,0,1,1,0.034458983783105857,[]
388.77,2023-12-11 16:57:08,Credit,Online,30,1,1658.49,2024-11-04 08:11:05,16,0,329,0,2,1,0.059253936905938276,[]
100.38,2023-11-27 17:51:15,Debit,Branch,49,1,10171.68,2024-11-04 08:09:18,17,0,343,1,1,1,0.10147930477128964,[]
137.23,2023-04-07 16:50:22,Debit,Branch,63,1,13847.99,2024-11-04 08:08:41,16,4,577,1,1,1,0.08315523414786447,[]
870.3,2023-08-28 17:56:39,Debit,ATM,229,1,3688.98,2024-11-04 08:08:54,17,0,434,1,0,1,0.07722679995015358,[]
458.94,2023-07-18 18:06:23,Debit,Branch,180,1,5619.95,2024-11-04 08:08:35,18,1,475,1,1,1,0.09150726216977073,[]
327.35,2023-09-25 18:48:58,Credit,Branch,175,1,342.08,2024-11-04 08:11:19,18,0,406,0,1,1,0.03759915605363595,[]
757.15,2023-01-17 16:53:08,Debit,Online,38,1,4702.86,2024-11-04 08:08:06,16,1,657,1,2,1,0.0535483485117203,[]
5.64,2023-03-08 16:57:30,Debit,Online,47,1,12703.24,2024-11-04 08:11:10,16,2,607,1,2,1,0.06584239568436157,[]
47.23,2023-08-03 18:18:56,Credit,Online,160,1,6659.81,2024-11-04 08:11:07,18,3,459,0,2,1,0.026707047646011506,[]
239.41,2023-11-01 17:23:46,Credit,Online,248,1,7860.65,2024-11-04 08:07:19,17,2,369,0,2,1,0.048829992653875665,[]
7.48,2023-07-03 16:46:20,Debit,ATM,29,1,1275.2,2024-11-04 08:12:21,16,0,490,1,0,1,0.13158113443519337,[]
170.97,2023-05-01 17:04:30,Debit,Branch,292,1,1265.27,2024-11-04 08:07:51,17,0,553,1,1,1,0.09629096869452353,[]
262.43,2023-06-13 17:26:54,Credit,Online,274,5,12841.01,2024-11-04 08:07:46,17,1,510,0,2,-1,-0.08192332102948552,"['High login attempts (5)', 'Unusually long transaction duration']"
659.15,2023-01-31 16:02:23,Debit,ATM,204,1,1241.59,2024-11-04 08:06:24,16,1,643,1,0,1,0.07021232121539822,[]
31.53,2023-12-20 17:15:14,Debit,Online,283,1,874.93,2024-11-04 08:06:33,17,2,320,1,2,1,0.041092273404935264,[]
111.66,2023-06-07 18:18:32,Credit,Online,140,1,5716.72,2024-11-04 08:07:36,18,2,516,0,2,1,0.05046294121571615,[]
250.01,2023-11-06 16:28:15,Debit,ATM,88,1,1541.48,2024-11-04 08:12:10,16,0,364,1,0,1,0.14213728529046232,[]
554.15,2023-04-18 17:17:37,Debit,ATM,108,1,14817.22,2024-11-04 08:12:11,17,1,566,1,0,1,0.0475394732826826,[]
598.66,2023-01-10 16:51:44,Credit,Branch,222,1,2587.11,2024-11-04 08:11:41,16,1,664,0,1,1,0.017966482367408942,[]
28.38,2023-05-18 16:24:16,Debit,Branch,98,1,173.7,2024-11-04 08:08:56,16,3,536,1,1,1,0.12884606977867352,[]
16.8,2023-11-27 17:01:48,Debit,ATM,94,1,11847.07,2024-11-04 08:09:51,17,0,343,1,0,1,0.08278228251871039,[]
896.79,2023-11-06 16:35:59,Debit,Online,168,1,11146.74,2024-11-04 08:06:45,16,0,364,1,2,1,0.0449552202551875,[]
159.0,2023-03-06 18:04:32,Debit,ATM,38,1,369.79,2024-11-04 08:08:35,18,0,609,1,0,1,0.07222100082466199,[]
56.31,2023-09-27 17:54:16,Credit,Online,195,1,6396.08,2024-11-04 08:08:12,17,2,404,0,2,1,0.06974621075652143,[]
203.99,2023-01-20 16:34:35,Debit,Online,215,1,4840.31,2024-11-04 08:09:52,16,4,654,1,2,1,0.057699876362694136,[]
50.99,2023-10-31 16:45:07,Debit,Branch,76,1,1334.6,2024-11-04 08:10:00,16,1,370,1,1,1,0.14834850638960873,[]
101.28,2023-08-23 18:19:06,Credit,Online,75,1,2774.35,2024-11-04 08:06:44,18,2,439,0,2,1,0.04746577995973256,[]
299.92,2023-10-09 18:41:21,Debit,ATM,122,1,1368.0,2024-11-04 08:08:59,18,0,392,1,0,1,0.11040755156518084,[]
77.54,2023-02-01 17:12:47,Debit,Online,73,1,4536.38,2024-11-04 08:10:22,17,2,642,1,2,1,0.11461369957096884,[]
18.35,2023-09-18 16:40:59,Debit,Branch,78,1,1293.39,2024-11-04 08:10:06,16,0,413,1,1,1,0.15686965235242933,[]
732.53,2023-05-22 16:54:00,Credit,ATM,116,1,441.54,2024-11-04 08:12:14,16,0,532,0,0,1,0.04819792355082497,[]
65.11,2023-09-07 16:47:49,Debit,ATM,150,1,8485.14,2024-11-04 08:08:55,16,3,424,1,0,1,0.1239393531496858,[]
67.07,2023-06-05 16:24:41,Credit,ATM,56,1,999.62,2024-11-04 08:10:33,16,0,518,0,0,1,0.06242241926897263,[]
137.48,2023-11-27 17:34:33,Debit,Branch,47,1,14273.42,2024-11-04 08:08:46,17,0,343,1,1,1,0.06416388493453251,[]
398.36,2023-06-27 16:52:00,Debit,ATM,56,1,1863.7,2024-11-04 08:09:08,16,1,496,1,0,1,0.13572281127687863,[]
469.46,2023-11-08 18:24:56,Debit,ATM,149,1,8640.56,2024-11-04 08:09:58,18,2,362,1,0,1,0.06300082805939955,[]
37.58,2023-04-17 18:22:37,Debit,ATM,182,1,259.44,2024-11-04 08:12:14,18,0,567,1,0,1,0.07730919486159449,[]
160.24,2023-08-08 17:06:41,Debit,ATM,15,1,5526.97,2024-11-04 08:09:07,17,1,454,1,0,1,0.10790005987908641,[]
315.39,2023-05-26 16:52:33,Credit,Branch,93,1,929.6,2024-11-04 08:08:08,16,4,528,0,1,1,0.06292577912647868,[]
434.17,2023-01-05 16:40:09,Debit,ATM,148,5,5335.44,2024-11-04 08:09:50,16,3,669,1,0,-1,-0.035037844498791104,['High login attempts (5)']
165.91,2023-03-15 17:40:16,Debit,ATM,84,1,587.12,2024-11-04 08:09:22,17,2,600,1,0,1,0.12749147834249114,[]
